Category,City,Country/Region,Customer Name,Order Date,Order ID,Postal Code,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Year Label,Days to Ship,Discount,Profit,Quantity,Sales
Furniture,Lawrence,United States,Jane Waco,4/30/2020,US-2020-115238,1841,East,Corporate,5/4/2020,Standard Class,Massachusetts,Furnishings,2020,4,0,10.449,5,24.3
Furniture,Lakewood,United States,Theresa Coyne,9/15/2022,CA-2022-124205,8701,East,Corporate,9/19/2022,Standard Class,New Jersey,Furnishings,2022,4,0,18.96,5,47.4
Furniture,Morristown,United States,Harry Marie,4/14/2022,CA-2022-127117,7960,East,Corporate,4/19/2022,Standard Class,New Jersey,Furnishings,2022,5,0,20.1015,5,74.45
Furniture,Buffalo,United States,Jack O'Briant,11/27/2019,CA-2019-167486,14215,East,Corporate,12/1/2019,Standard Class,New York,Furnishings,2019,4,0,39.98,5,199.9
Furniture,New York City,United States,Edward Hooks,5/2/2021,CA-2021-158155,10009,East,Corporate,5/6/2021,Standard Class,New York,Furnishings,2021,4,0,83.733,5,214.7
Furniture,New York City,United States,Noel Staavos,12/12/2021,CA-2021-169824,10009,East,Corporate,12/17/2021,Standard Class,New York,Furnishings,2021,5,0,19.9155,5,60.35
Furniture,Oceanside,United States,Benjamin Venier,2/21/2021,US-2021-168410,11572,East,Corporate,2/26/2021,Standard Class,New York,Furnishings,2021,5,0,28.959,5,68.95
Furniture,Wilmington,United States,Georgia Rosenberg,11/19/2019,US-2019-123183,19805,East,Corporate,11/25/2019,Standard Class,Delaware,Bookcases,2019,6,0,235.9524,6,1025.88
Furniture,Clinton,United States,Odella Nelson,12/2/2019,CA-2019-154095,20735,East,Corporate,12/7/2019,Standard Class,Maryland,Chairs,2019,5,0,64.7568,8,239.84
Furniture,Hackensack,United States,Laura Armstrong,7/11/2019,CA-2019-163552,7601,East,Corporate,7/15/2019,Standard Class,New Jersey,Furnishings,2019,4,0,52.1262,9,124.11
Furniture,Baltimore,United States,Kean Nguyen,11/8/2022,CA-2022-155621,21215,East,Corporate,11/13/2022,Standard Class,Maryland,Furnishings,2022,5,0,112.422,10,274.2
Furniture,Rochester,United States,Julie Creighton,10/23/2022,CA-2022-139913,14609,East,Corporate,10/29/2022,Standard Class,New York,Furnishings,2022,6,0,29.0136,11,69.08
Furniture,Rome,United States,Pauline Webber,2/3/2020,CA-2020-127327,13440,East,Corporate,2/7/2020,Standard Class,New York,Chairs,2020,4,0.1,15.147,1,90.882
Furniture,New York City,United States,Anthony Rawles,7/20/2022,US-2022-108343,10009,East,Corporate,7/25/2022,Standard Class,New York,Chairs,2022,5,0.1,25.4744,2,163.764
Furniture,New York City,United States,Denise Monton,4/16/2020,CA-2020-142734,10024,East,Corporate,4/21/2020,Standard Class,New York,Chairs,2020,5,0.1,2.8392,2,127.764
Furniture,New York City,United States,Jonathan Doherty,7/9/2021,CA-2021-136329,10035,East,Corporate,7/13/2021,Standard Class,New York,Chairs,2021,4,0.1,72.5344,2,408.006
Furniture,New York City,United States,Todd Sumrall,10/5/2022,CA-2022-143112,10035,East,Corporate,10/9/2022,Standard Class,New York,Chairs,2022,4,0.1,2.4598,2,221.382
Furniture,New York City,United States,Edward Becker,11/11/2021,CA-2021-145548,10011,East,Corporate,11/16/2021,Standard Class,New York,Chairs,2021,5,0.1,8.1882,3,245.646
Furniture,New York City,United States,Darren Budd,12/25/2021,CA-2021-110975,10024,East,Corporate,12/30/2021,Standard Class,New York,Chairs,2021,5,0.1,173.3292,3,866.646
Furniture,New York City,United States,Dorris liebe,4/7/2021,CA-2021-120530,10035,East,Corporate,4/12/2021,Standard Class,New York,Chairs,2021,5,0.1,146.388,3,658.746
Furniture,New York City,United States,Ann Chong,9/2/2022,CA-2022-157987,10009,East,Corporate,9/6/2022,Standard Class,New York,Chairs,2022,4,0.1,213.735,5,1282.41
Furniture,New York City,United States,Todd Sumrall,11/24/2022,CA-2022-166436,10035,East,Corporate,11/28/2022,Standard Class,New York,Chairs,2022,4,0.1,173.7408,6,977.292
Furniture,Buffalo,United States,Edward Becker,6/5/2020,CA-2020-166947,14215,East,Corporate,6/10/2020,Standard Class,New York,Chairs,2020,5,0.1,169.182,9,1522.638
Furniture,Springfield,United States,Katherine Nockton,8/21/2020,CA-2020-154823,45503,East,Corporate,8/25/2020,Standard Class,Ohio,Furnishings,2020,4,0.2,-3.8976,1,25.984
Furniture,Philadelphia,United States,Craig Molinari,9/26/2019,CA-2019-144974,19140,East,Corporate,9/30/2019,Standard Class,Pennsylvania,Furnishings,2019,4,0.2,4.7664,1,21.184
Furniture,Philadelphia,United States,Thea Hudgings,11/2/2022,CA-2022-127782,19140,East,Corporate,11/6/2022,Standard Class,Pennsylvania,Furnishings,2022,4,0.2,0.6624,1,3.312
Furniture,Philadelphia,United States,Bill Overfelt,5/3/2022,CA-2022-132199,19134,East,Corporate,5/8/2022,Standard Class,Pennsylvania,Furnishings,2022,5,0.2,7.3008,2,32.448
Furniture,Philadelphia,United States,Michael Stewart,12/4/2022,CA-2022-117667,19134,East,Corporate,12/9/2022,Standard Class,Pennsylvania,Furnishings,2022,5,0.2,6.846,2,54.768
Furniture,Philadelphia,United States,Sean Braxton,9/7/2019,CA-2019-122882,19134,East,Corporate,9/13/2019,Standard Class,Pennsylvania,Furnishings,2019,6,0.2,8.4736,2,42.368
Furniture,Philadelphia,United States,Stefania Perrino,9/9/2022,US-2022-118087,19134,East,Corporate,9/13/2022,Standard Class,Pennsylvania,Furnishings,2022,4,0.2,1.7024,2,17.024
Furniture,New York City,United States,Bart Pistole,12/13/2022,CA-2022-135377,10024,East,Corporate,12/18/2022,Standard Class,New York,Bookcases,2022,5,0.2,7.1994,3,287.976
Furniture,Philadelphia,United States,Sung Pak,8/16/2020,US-2020-126753,19134,East,Corporate,8/20/2020,Standard Class,Pennsylvania,Furnishings,2020,4,0.2,0,3,254.352
Furniture,Philadelphia,United States,Monica Federle,9/15/2019,CA-2019-149594,19120,East,Corporate,9/19/2019,Standard Class,Pennsylvania,Furnishings,2019,4,0.2,16.8896,4,103.936
Furniture,Philadelphia,United States,Justin Deggeller,12/25/2020,US-2020-147739,19140,East,Corporate,12/29/2020,Standard Class,Pennsylvania,Furnishings,2020,4,0.2,-68.392,4,547.136
Furniture,Cuyahoga Falls,United States,Claudia Bergmann,5/8/2020,CA-2020-113971,44221,East,Corporate,5/14/2020,Standard Class,Ohio,Furnishings,2020,6,0.2,1.2528,6,8.352
Furniture,Fairfield,United States,Kelly Lampkin,9/23/2021,US-2021-129469,45014,East,Corporate,9/27/2021,Standard Class,Ohio,Furnishings,2021,4,0.2,-26.6352,6,532.704
Furniture,Bristol,United States,Christine Abelman,7/19/2019,US-2019-150434,6010,East,Corporate,7/24/2019,Standard Class,Connecticut,Tables,2019,5,0.3,-4.032,1,70.56
Furniture,Philadelphia,United States,Stefania Perrino,9/9/2022,US-2022-118087,19134,East,Corporate,9/13/2022,Standard Class,Pennsylvania,Chairs,2022,4,0.3,-48.4704,2,141.372
Furniture,Springfield,United States,Katherine Nockton,8/21/2020,CA-2020-154823,45503,East,Corporate,8/25/2020,Standard Class,Ohio,Chairs,2020,4,0.3,-42.747,3,598.458
Furniture,Philadelphia,United States,Don Jones,5/8/2022,CA-2022-156895,19140,East,Corporate,5/12/2022,Standard Class,Pennsylvania,Chairs,2022,4,0.3,-23.7822,3,128.058
Furniture,York,United States,Theresa Swint,6/25/2021,US-2021-152051,17403,East,Corporate,6/29/2021,Standard Class,Pennsylvania,Chairs,2021,4,0.3,-18.0882,3,422.058
Furniture,Philadelphia,United States,David Smith,11/28/2021,CA-2021-127243,19140,East,Corporate,12/4/2021,Standard Class,Pennsylvania,Chairs,2021,6,0.3,-24.843,7,347.802
Furniture,Providence,United States,Erin Smith,2/27/2020,CA-2020-104129,2908,East,Corporate,3/2/2020,Standard Class,Rhode Island,Tables,2020,4,0.3,-28.224,7,493.92
Furniture,Philadelphia,United States,Michael Stewart,12/4/2022,CA-2022-117667,19134,East,Corporate,12/9/2022,Standard Class,Pennsylvania,Chairs,2022,5,0.3,-10.284,10,239.96
Furniture,New York City,United States,Ann Chong,9/2/2022,CA-2022-157987,10009,East,Corporate,9/6/2022,Standard Class,New York,Tables,2022,4,0.4,-93.3262,1,254.526
Furniture,New York City,United States,Nona Balk,10/16/2021,CA-2021-132066,10011,East,Corporate,10/20/2021,Standard Class,New York,Tables,2021,4,0.4,-37.9152,1,142.182
Furniture,Philadelphia,United States,Suzanne McNair,9/29/2019,CA-2019-122931,19134,East,Corporate,10/3/2019,Standard Class,Pennsylvania,Tables,2019,4,0.4,-20.1528,1,67.176
Furniture,New York City,United States,Eleni McCrary,8/24/2020,CA-2020-139584,10009,East,Corporate,8/28/2020,Standard Class,New York,Tables,2020,4,0.4,-75.8304,2,284.364
Furniture,New York City,United States,Andy Gerbode,9/7/2020,CA-2020-164084,10011,East,Corporate,9/12/2020,Standard Class,New York,Tables,2020,5,0.4,-120.294,2,481.176
Furniture,New York City,United States,Katherine Nockton,6/3/2022,CA-2022-113908,10011,East,Corporate,6/9/2022,Standard Class,New York,Tables,2022,6,0.4,-115.4304,2,384.768
Furniture,New York City,United States,Darren Budd,12/25/2021,CA-2021-110975,10024,East,Corporate,12/30/2021,Standard Class,New York,Tables,2021,5,0.4,-120.0508,2,313.176
Furniture,New York City,United States,Tiffany House,12/23/2019,CA-2019-114517,10024,East,Corporate,12/27/2019,Standard Class,New York,Tables,2019,4,0.4,-19.5492,2,53.316
Furniture,Lakewood,United States,Victoria Wilson,10/21/2021,CA-2021-125080,44107,East,Corporate,10/26/2021,Standard Class,Ohio,Tables,2021,5,0.4,-231.4116,2,661.176
Furniture,Philadelphia,United States,Suzanne McNair,9/29/2019,CA-2019-122931,19134,East,Corporate,10/3/2019,Standard Class,Pennsylvania,Tables,2019,4,0.4,-81.8544,2,409.272
Furniture,Philadelphia,United States,Jim Sink,6/14/2021,CA-2021-155747,19140,East,Corporate,6/21/2021,Standard Class,Pennsylvania,Tables,2021,7,0.4,-118.0116,2,337.176
Furniture,Long Beach,United States,Grant Thornton,6/6/2019,CA-2019-159520,11561,East,Corporate,6/11/2019,Standard Class,New York,Tables,2019,5,0.4,-347.1174,3,991.764
Furniture,New York City,United States,Christine Phan,3/17/2019,US-2019-148838,10024,East,Corporate,3/21/2019,Standard Class,New York,Tables,2019,4,0.4,-122.7816,3,613.908
Furniture,Rochester,United States,Denise Monton,6/17/2021,CA-2021-129861,14609,East,Corporate,6/23/2021,Standard Class,New York,Tables,2021,6,0.4,-213.5574,3,376.866
Furniture,New York City,United States,Christine Phan,3/17/2019,US-2019-148838,10024,East,Corporate,3/21/2019,Standard Class,New York,Tables,2019,4,0.4,-553.6476,4,1071.576
Furniture,Philadelphia,United States,George Bell,8/29/2021,CA-2021-159912,19120,East,Corporate,9/3/2021,Standard Class,Pennsylvania,Tables,2021,5,0.4,-56.448,4,241.92
Furniture,Philadelphia,United States,Bill Overfelt,5/3/2022,CA-2022-132199,19134,East,Corporate,5/8/2022,Standard Class,Pennsylvania,Tables,2022,5,0.4,-112.041,5,373.47
Furniture,New York City,United States,Christine Phan,3/17/2019,US-2019-148838,10024,East,Corporate,3/21/2019,Standard Class,New York,Tables,2019,4,0.4,-447.5947,7,1579.746
Furniture,Marion,United States,David Bremer,12/27/2020,CA-2020-101889,43302,East,Corporate,12/31/2020,Standard Class,Ohio,Tables,2020,4,0.4,-464.697,9,1548.99
Furniture,Cleveland,United States,Alice McCarthy,5/28/2022,CA-2022-161340,44105,East,Corporate,6/1/2022,Standard Class,Ohio,Bookcases,2022,4,0.5,-64.9376,4,115.96
Furniture,Philadelphia,United States,George Bell,8/29/2021,CA-2021-159912,19120,East,Corporate,9/3/2021,Standard Class,Pennsylvania,Bookcases,2021,5,0.5,-81.94,4,163.88
Furniture,Columbus,United States,Jill Stevenson,3/3/2019,US-2019-127978,43229,East,Corporate,3/8/2019,Standard Class,Ohio,Bookcases,2019,5,0.5,-199.617,5,302.45
Furniture,Bowling Green,United States,Katharine Harms,7/18/2021,CA-2021-157763,42104,South,Corporate,7/23/2021,Standard Class,Kentucky,Chairs,2021,5,0,39.4268,1,140.81
Furniture,Columbus,United States,David Smith,3/27/2021,CA-2021-119074,31907,South,Corporate,3/31/2021,Standard Class,Georgia,Furnishings,2021,4,0,8.7032,1,20.24
Furniture,Jackson,United States,Keith Dawkins,12/14/2020,CA-2020-125066,39212,South,Corporate,12/18/2020,Standard Class,Mississippi,Furnishings,2020,4,0,1.9712,2,6.16
Furniture,North Charleston,United States,Justin Ellison,12/10/2022,US-2022-135503,29406,South,Corporate,12/15/2022,Standard Class,South Carolina,Furnishings,2022,5,0,4.2804,2,14.76
Furniture,Virginia Beach,United States,Anna Häberlin,4/2/2019,CA-2019-160276,23464,South,Corporate,4/8/2019,Standard Class,Virginia,Furnishings,2019,6,0,46.1968,2,177.68
Furniture,Montgomery,United States,Yana Sorensen,7/25/2020,CA-2020-154291,36116,South,Corporate,7/29/2020,Standard Class,Alabama,Tables,2020,4,0,39.4438,2,358.58
Furniture,East Point,United States,Randy Ferguson,6/23/2020,CA-2020-106187,30344,South,Corporate,6/29/2020,Standard Class,Georgia,Furnishings,2020,6,0,9.3228,3,27.42
Furniture,Springfield,United States,Anthony Johnson,9/12/2021,CA-2021-123946,22153,South,Corporate,9/17/2021,Standard Class,Virginia,Chairs,2021,5,0,307.1448,4,1059.12
Furniture,Fayetteville,United States,Dorothy Badders,10/11/2019,CA-2019-114314,72701,South,Corporate,10/15/2019,Standard Class,Arkansas,Furnishings,2019,4,0,3.9248,4,8.92
Furniture,Columbus,United States,David Smith,3/27/2021,CA-2021-119074,31907,South,Corporate,3/31/2021,Standard Class,Georgia,Furnishings,2021,4,0,11.1776,4,39.92
Furniture,Columbus,United States,Saphhira Shifley,9/18/2022,CA-2022-164756,31907,South,Corporate,9/22/2022,Standard Class,Georgia,Furnishings,2022,4,0,6.9088,4,20.32
Furniture,Bossier City,United States,Nicole Brennan,10/22/2019,CA-2019-151967,71111,South,Corporate,10/26/2019,Standard Class,Louisiana,Furnishings,2019,4,0,10.3936,4,129.92
Furniture,Newport News,United States,Frank Hawley,10/21/2019,CA-2019-100916,23602,South,Corporate,10/26/2019,Standard Class,Virginia,Tables,2019,5,0,112.3508,4,591.32
Furniture,Texarkana,United States,Luke Schmidt,10/18/2019,CA-2019-115084,71854,South,Corporate,10/22/2019,Standard Class,Arkansas,Chairs,2019,4,0,145.2816,6,605.34
Furniture,Columbus,United States,Theresa Swint,4/20/2020,CA-2020-149342,31907,South,Corporate,4/25/2020,Standard Class,Georgia,Furnishings,2020,5,0,297.69,6,595.38
Furniture,Roswell,United States,Denise Monton,4/8/2022,CA-2022-157854,30076,South,Corporate,4/15/2022,Standard Class,Georgia,Furnishings,2022,7,0,15.7584,6,56.28
Furniture,Montgomery,United States,Victoria Wilson,9/8/2020,CA-2020-151624,36116,South,Corporate,9/14/2020,Standard Class,Alabama,Furnishings,2020,6,0,8.1168,8,21.36
Furniture,Decatur,United States,Ruben Ausman,4/8/2019,US-2019-118997,35601,South,Corporate,4/12/2019,Standard Class,Alabama,Tables,2019,4,0,316.1392,8,1215.92
Furniture,Springfield,United States,Anna Häberlin,5/30/2021,CA-2021-113831,22153,South,Corporate,6/3/2021,Standard Class,Virginia,Tables,2021,4,0,386.835,10,2275.5
Furniture,Hampton,United States,Nick Crebassa,8/20/2019,CA-2019-114321,23666,South,Corporate,8/25/2019,Standard Class,Virginia,Chairs,2019,5,0,145.0696,13,500.24
Furniture,Alexandria,United States,Andrew Gjertsen,1/4/2020,CA-2020-104241,22304,South,Corporate,1/9/2020,Standard Class,Virginia,Furnishings,2020,5,0,69.1992,14,192.22
Furniture,Jacksonville,United States,Darrin Van Huff,12/11/2022,CA-2022-168389,32216,South,Corporate,12/17/2022,Standard Class,Florida,Chairs,2022,6,0.2,-12.147,1,64.784
Furniture,Greensboro,United States,Filia McAdams,9/20/2021,CA-2021-134516,27405,South,Corporate,9/25/2021,Standard Class,North Carolina,Chairs,2021,5,0.2,-11.0691,1,98.392
Furniture,Jacksonville,United States,Noel Staavos,11/8/2020,CA-2020-108259,28540,South,Corporate,11/15/2020,Standard Class,North Carolina,Furnishings,2020,7,0.2,1.4136,1,4.712
Furniture,Orlando,United States,Frank Atkinson,11/20/2021,CA-2021-113845,32839,South,Corporate,11/25/2021,Standard Class,Florida,Bookcases,2021,5,0.2,10.8588,2,289.568
Furniture,Murfreesboro,United States,Sung Pak,12/27/2020,CA-2020-103870,37130,South,Corporate,12/31/2020,Standard Class,Tennessee,Bookcases,2020,4,0.2,8.194,2,131.104
Furniture,Memphis,United States,Laura Armstrong,4/29/2019,CA-2019-107811,38109,South,Corporate,5/3/2019,Standard Class,Tennessee,Chairs,2019,4,0.2,70.198,2,561.584
Furniture,Charlotte,United States,Roland Schwarz,7/5/2020,US-2020-158911,28205,South,Corporate,7/11/2020,Standard Class,North Carolina,Furnishings,2020,6,0.2,0.7392,2,4.928
Furniture,Greensboro,United States,Filia McAdams,9/20/2021,CA-2021-134516,27405,South,Corporate,9/25/2021,Standard Class,North Carolina,Furnishings,2021,5,0.2,1.068,2,17.088
Furniture,Monroe,United States,Lindsay Williams,6/4/2022,CA-2022-158407,28110,South,Corporate,6/10/2022,Standard Class,North Carolina,Furnishings,2022,6,0.2,1.999,2,31.984
Furniture,Memphis,United States,Darrin Van Huff,6/30/2022,CA-2022-125745,38109,South,Corporate,7/4/2022,Standard Class,Tennessee,Furnishings,2022,4,0.2,5.368,2,19.52
Furniture,Miami,United States,Dan Reichenbach,6/26/2022,CA-2022-148810,33180,South,Corporate,7/1/2022,Standard Class,Florida,Chairs,2022,5,0.2,-13.6776,3,273.552
Furniture,Plantation,United States,Anna Häberlin,11/12/2020,CA-2020-113628,33317,South,Corporate,11/19/2020,Standard Class,Florida,Chairs,2020,7,0.2,16.4403,3,146.136
Furniture,Monroe,United States,George Bell,11/5/2020,CA-2020-131422,28110,South,Corporate,11/9/2020,Standard Class,North Carolina,Chairs,2020,4,0.2,25.875,3,207
Furniture,Bristol,United States,Katrina Edelman,6/8/2019,US-2019-109162,37620,South,Corporate,6/12/2019,Standard Class,Tennessee,Chairs,2019,4,0.2,10.647,3,170.352
Furniture,Coral Gables,United States,Anna Häberlin,10/4/2021,CA-2021-145709,33134,South,Corporate,10/8/2021,Standard Class,Florida,Furnishings,2021,4,0.2,2.6028,3,11.568
Furniture,Jacksonville,United States,Michael Kennedy,5/14/2021,US-2021-148901,32216,South,Corporate,5/19/2021,Standard Class,Florida,Furnishings,2021,5,0.2,8.3028,3,30.192
Furniture,Plantation,United States,Edward Becker,3/12/2020,CA-2020-128083,33317,South,Corporate,3/17/2020,Standard Class,Florida,Furnishings,2020,5,0.2,1.4418,3,6.408
Furniture,Tampa,United States,David Bremer,5/1/2020,CA-2020-161998,33614,South,Corporate,5/5/2020,Standard Class,Florida,Furnishings,2020,4,0.2,14.2992,3,63.552
Furniture,Murfreesboro,United States,Sung Pak,12/27/2020,CA-2020-103870,37130,South,Corporate,12/31/2020,Standard Class,Tennessee,Furnishings,2020,4,0.2,16.0056,3,53.352
Furniture,Plantation,United States,Edward Becker,3/12/2020,CA-2020-128083,33317,South,Corporate,3/17/2020,Standard Class,Florida,Furnishings,2020,5,0.2,3.86,4,30.88
Furniture,Charlotte,United States,Barbara Fisher,8/1/2019,CA-2019-117345,28205,South,Corporate,8/5/2019,Standard Class,North Carolina,Furnishings,2019,4,0.2,12.1352,4,44.128
Furniture,Chattanooga,United States,Karen Bern,2/6/2021,CA-2021-125017,37421,South,Corporate,2/11/2021,Standard Class,Tennessee,Furnishings,2021,5,0.2,-18.1808,4,132.224
Furniture,Nashville,United States,Thomas Seio,6/15/2022,CA-2022-119284,37211,South,Corporate,6/20/2022,Standard Class,Tennessee,Furnishings,2022,5,0.2,9.3504,4,31.168
Furniture,Plantation,United States,Anna Häberlin,11/12/2020,CA-2020-113628,33317,South,Corporate,11/19/2020,Standard Class,Florida,Chairs,2020,7,0.2,-72.039,5,523.92
Furniture,Columbia,United States,Charles Sheldon,4/17/2021,US-2021-159415,38401,South,Corporate,4/22/2021,Standard Class,Tennessee,Furnishings,2021,5,0.2,13.846,5,79.12
Furniture,Memphis,United States,Robert Barroso,12/18/2020,CA-2020-153038,38109,South,Corporate,12/25/2020,Standard Class,Tennessee,Furnishings,2020,7,0.2,3.556,5,20.32
Furniture,Miami,United States,Maureen Fritzler,11/4/2021,CA-2021-165827,33180,South,Corporate,11/9/2021,Standard Class,Florida,Furnishings,2021,5,0.2,8.2056,6,50.496
Furniture,Saint Petersburg,United States,Andrew Gjertsen,6/8/2020,CA-2020-162201,33710,South,Corporate,6/12/2020,Standard Class,Florida,Furnishings,2020,4,0.2,45.4671,7,173.208
Furniture,Fayetteville,United States,Dorothy Wardle,4/14/2022,US-2022-126060,28314,South,Corporate,4/18/2022,Standard Class,North Carolina,Bookcases,2022,4,0.2,-32.2192,8,198.272
Furniture,Tallahassee,United States,Kimberly Carter,5/28/2021,CA-2021-138695,32303,South,Corporate,6/3/2021,Standard Class,Florida,Chairs,2021,6,0.2,-24.392,8,390.272
Furniture,Pompano Beach,United States,Saphhira Shifley,4/30/2022,CA-2022-108322,33068,South,Corporate,5/5/2022,Standard Class,Florida,Furnishings,2022,5,0.2,6.216,8,23.68
Furniture,Jackson,United States,Stefanie Holloman,11/26/2020,CA-2020-166975,38301,South,Corporate,11/30/2020,Standard Class,Tennessee,Furnishings,2020,4,0.2,190.4298,11,692.472
Furniture,Nashville,United States,Thomas Seio,6/15/2022,CA-2022-119284,37211,South,Corporate,6/20/2022,Standard Class,Tennessee,Tables,2022,5,0.4,-28.224,2,120.96
Furniture,Columbia,United States,Victoria Pisteka,10/16/2022,CA-2022-159100,38401,South,Corporate,10/21/2022,Standard Class,Tennessee,Tables,2022,5,0.4,-968.8833,7,1875.258
Furniture,Jacksonville,United States,Darrin Van Huff,12/11/2022,CA-2022-168389,32216,South,Corporate,12/17/2022,Standard Class,Florida,Tables,2022,6,0.45,-420,6,721.875
Furniture,Lakeland,United States,Cindy Schnelling,8/12/2021,CA-2021-118073,33801,South,Corporate,8/16/2021,Standard Class,Florida,Tables,2021,4,0.45,-255.5875,7,562.2925
Furniture,Los Angeles,United States,Janet Molinari,8/25/2019,CA-2019-104178,90036,West,Corporate,8/29/2019,Standard Class,California,Furnishings,2019,4,0,2.6376,1,6.28
Furniture,Los Angeles,United States,Monica Federle,3/16/2020,CA-2020-144722,90036,West,Corporate,3/23/2020,Standard Class,California,Furnishings,2020,7,0,18.1146,1,43.13
Furniture,Thousand Oaks,United States,Dionis Lloyd,10/15/2022,CA-2022-142643,91360,West,Corporate,10/20/2022,Standard Class,California,Furnishings,2022,5,0,9.3152,1,22.72
Furniture,Los Angeles,United States,Bill Tyler,4/13/2020,US-2020-120502,90036,West,Corporate,4/19/2020,Standard Class,California,Furnishings,2020,6,0,15.8256,2,37.68
Furniture,Los Angeles,United States,Andy Yotov,4/6/2019,CA-2019-102652,90049,West,Corporate,4/12/2019,Standard Class,California,Furnishings,2019,6,0,15.6332,2,91.96
Furniture,Los Angeles,United States,George Bell,9/18/2020,CA-2020-167745,90049,West,Corporate,9/23/2020,Standard Class,California,Furnishings,2020,5,0,10.248,2,24.4
Furniture,San Diego,United States,Justin Deggeller,3/22/2020,US-2020-163279,92037,West,Corporate,3/26/2020,Standard Class,California,Furnishings,2020,4,0,15.6332,2,91.96
Furniture,San Diego,United States,Bill Overfelt,2/2/2022,CA-2022-128076,92105,West,Corporate,2/7/2022,Standard Class,California,Furnishings,2022,5,0,12.6348,2,210.58
Furniture,San Diego,United States,Matt Hagelstein,12/5/2020,CA-2020-156440,92105,West,Corporate,12/9/2020,Standard Class,California,Furnishings,2020,4,0,14.6718,2,44.46
Furniture,San Francisco,United States,Denny Joy,12/8/2019,CA-2019-144071,94110,West,Corporate,12/15/2019,Standard Class,California,Furnishings,2019,7,0,11.1664,2,39.88
Furniture,San Francisco,United States,Don Jones,4/30/2022,CA-2022-137876,94110,West,Corporate,5/5/2022,Standard Class,California,Furnishings,2022,5,0,21.4368,2,64.96
Furniture,Seattle,United States,Harry Marie,12/28/2022,CA-2022-129805,98103,West,Corporate,1/2/2023,Standard Class,Washington,Furnishings,2022,5,0,3.034,2,7.4
Furniture,Seattle,United States,Maya Herman,11/18/2019,CA-2019-124702,98105,West,Corporate,11/25/2019,Standard Class,Washington,Furnishings,2019,7,0,55.016,2,137.54
Furniture,Seattle,United States,Janet Molinari,11/19/2021,CA-2021-126858,98115,West,Corporate,11/23/2021,Standard Class,Washington,Furnishings,2021,4,0,1.598,2,31.96
Furniture,Vancouver,United States,Jane Waco,10/30/2022,CA-2022-139661,98661,West,Corporate,11/3/2022,Standard Class,Washington,Furnishings,2022,4,0,3.6632,2,9.64
Furniture,Boise,United States,Heather Kirkland,11/16/2020,CA-2020-150875,83704,West,Corporate,11/20/2020,Standard Class,Idaho,Tables,2020,4,0,160.1766,2,696.42
Furniture,Camarillo,United States,Claudia Bergmann,5/14/2020,CA-2020-100146,93010,West,Corporate,5/19/2020,Standard Class,California,Furnishings,2020,5,0,34.4148,3,122.91
Furniture,Los Angeles,United States,Shaun Chance,9/24/2020,CA-2020-103835,90032,West,Corporate,9/28/2020,Standard Class,California,Furnishings,2020,4,0,4.6221,3,14.91
Furniture,Los Angeles,United States,Rick Wilson,8/29/2022,CA-2022-101014,90049,West,Corporate,9/4/2022,Standard Class,California,Furnishings,2022,6,0,41.4456,3,148.02
Furniture,San Francisco,United States,Claudia Bergmann,11/7/2021,CA-2021-147585,94110,West,Corporate,11/12/2021,Standard Class,California,Furnishings,2021,5,0,6.2244,3,14.82
Furniture,San Francisco,United States,Denny Joy,12/8/2019,CA-2019-144071,94110,West,Corporate,12/15/2019,Standard Class,California,Furnishings,2019,7,0,28.5984,3,79.44
Furniture,San Jose,United States,Keith Dawkins,12/2/2021,US-2021-113985,95123,West,Corporate,12/7/2021,Standard Class,California,Furnishings,2021,5,0,5.6628,3,14.52
Furniture,Seattle,United States,Yana Sorensen,8/18/2022,CA-2022-119809,98103,West,Corporate,8/25/2022,Standard Class,Washington,Furnishings,2022,7,0,22.4196,3,65.94
Furniture,Twin Falls,United States,Justin Deggeller,9/15/2021,CA-2021-116911,83301,West,Corporate,9/20/2021,Standard Class,Idaho,Tables,2021,5,0,259.5297,3,1128.39
Furniture,Seattle,United States,Scott Cohen,4/6/2019,CA-2019-169803,98115,West,Corporate,4/12/2019,Standard Class,Washington,Tables,2019,6,0,111.1035,3,653.55
Furniture,Seattle,United States,Ken Black,1/10/2021,CA-2021-116547,98115,West,Corporate,1/17/2021,Standard Class,Washington,Furnishings,2021,7,0,34.3656,4,79.92
Furniture,Seattle,United States,Maya Herman,11/18/2019,CA-2019-124702,98105,West,Corporate,11/25/2019,Standard Class,Washington,Tables,2019,7,0,94.926,4,730.2
Furniture,Chico,United States,Greg Guthrie,10/5/2022,CA-2022-131807,95928,West,Corporate,10/10/2022,Standard Class,California,Furnishings,2022,5,0,26.973,5,72.9
Furniture,San Francisco,United States,Anthony Johnson,12/29/2019,CA-2019-110786,94110,West,Corporate,1/2/2020,Standard Class,California,Furnishings,2019,4,0,8.217,5,24.9
Furniture,Seattle,United States,Anthony Johnson,1/22/2021,CA-2021-138079,98115,West,Corporate,1/28/2021,Standard Class,Washington,Furnishings,2021,6,0,37.366,5,109.9
Furniture,Los Angeles,United States,Frank Atkinson,9/10/2020,CA-2020-108672,90032,West,Corporate,9/16/2020,Standard Class,California,Furnishings,2020,6,0,33.0708,6,106.68
